id,listing_url,scrape_id,last_scraped,source,name,,,picture_url,host_id,host_url,host_name,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1.13E+18,https://www.airbnb.com/rooms/1128386510439836615,2.02E+13,05-09-2024,city scrape,Welcome home travelers,,,https://a0.muscache.com/pictures/miso/Hosting-1128386510439836615/original/a25efc10-825b-410c-af68-6d27a53cd311.jpeg,502037254,https://www.airbnb.com/users/show/502037254,Andrew,20-02-2023,within an hour,100%,83%,f,https://a0.muscache.com/im/pictures/user/0efee1a4-8236-437e-b803-84fb0641ac8a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0efee1a4-8236-437e-b803-84fb0641ac8a.jpg?aki_policy=profile_x_medium,Capitol Hill,4,4,t,t,,SEVENTH WARD,,42.64893023,-73.76885853,Entire rental unit,Entire home/apt,3,1,1 bath,1,1,$85.00,25,365,25,25,365,365,25,365,,t,0,0,0,61,05-09-2024,2,2,0,28-06-2024,03-08-2024,4,4.5,4,4.5,5,4,4.5,,f,3,3,0,0,0.86
1.13E+18,https://www.airbnb.com/rooms/1129005873707096339,2.02E+13,05-09-2024,city scrape,Walk to Albany Med & Restaurants,,,https://a0.muscache.com/pictures/af754e5c-5b0b-47e0-a3f4-ed8aa4fee6bd.jpg,30883612,https://www.airbnb.com/users/show/30883612,Mary,09-04-2015,within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/a2949e69-fef5-46cc-8581-581b3f3853d1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a2949e69-fef5-46cc-8581-581b3f3853d1.jpg?aki_policy=profile_x_medium,Richmond,3,4,t,t,,NINTH WARD,,42.65445038,-73.78924226,Entire rental unit,Entire home/apt,2,1,1 bath,2,2,$125.00,30,365,30,30,365,365,30,365,,t,30,60,90,269,05-09-2024,0,0,0,,,,,,,,,,,f,2,2,0,0,
1.13E+18,https://www.airbnb.com/rooms/1131258472427093335,2.02E+13,05-09-2024,city scrape,"Modern 2 BR near Hospitals, Colleges, Airport",,,https://a0.muscache.com/pictures/miso/Hosting-1131258472427093335/original/9f7c4b1a-97fe-4ca3-98e4-2ff5897018d5.jpeg,440509865,https://www.airbnb.com/users/show/440509865,John,14-01-2022,within an hour,100%,95%,f,https://a0.muscache.com/im/pictures/user/7d36a82f-52ad-4a23-8fa2-be3d74e6173f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7d36a82f-52ad-4a23-8fa2-be3d74e6173f.jpg?aki_policy=profile_x_medium,,1,1,t,f,,FIFTEENTH WARD,,42.6748535,-73.81692445,Entire rental unit,Entire home/apt,4,1,1 bath,2,2,$180.00,1,120,1,1,120,120,1,120,,t,18,44,74,344,05-09-2024,7,7,7,10-08-2024,25-08-2024,4.86,5,4.86,4.86,4.71,4.57,4.71,,f,1,1,0,0,7
1.13E+18,https://www.airbnb.com/rooms/1134940445251354534,2.02E+13,05-09-2024,city scrape,Calling all travelers,,,https://a0.muscache.com/pictures/hosting/Hosting-1134940445251354534/original/60401f32-8e85-414a-bfd6-e2fefeeaf598.jpeg,521669673,https://www.airbnb.com/users/show/521669673,Kody,23-06-2023,within an hour,100%,100%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,Arbor Hill,5,5,f,t,,THIRD WARD,,42.65909028,-73.75690831,Entire rental unit,Entire home/apt,2,1,1 bath,2,1,$85.00,14,365,14,14,365,365,14,365,,t,0,0,23,202,05-09-2024,1,1,0,03-05-2024,03-05-2024,5,5,5,5,5,4,5,,f,4,4,0,0,0.24
1.14E+18,https://www.airbnb.com/rooms/1135812630237897119,2.02E+13,05-09-2024,city scrape,Cozy Bedrooms in Albany,,,https://a0.muscache.com/pictures/hosting/Hosting-1135812630237897119/original/6a64e631-fc28-4585-9801-cf772e4db004.jpeg,522436003,https://www.airbnb.com/users/show/522436003,Adriana,27-06-2023,within an hour,80%,50%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,Pine Hills,3,5,f,t,,THIRTEENTH WARD,,42.6689614,-73.7890379,Private room in rental unit,Private room,1,2,2 shared baths,1,1,$75.00,7,365,7,7,365,365,7,365,,t,0,0,0,142,05-09-2024,0,0,0,,,,,,,,,,,f,3,0,3,0,
1.14E+18,https://www.airbnb.com/rooms/1136433500940918827,2.02E+13,05-09-2024,city scrape,"""The LEO Home"" Private Bedroom One / 1 Full Bath",,,https://a0.muscache.com/pictures/miso/Hosting-902326803627859755/original/3870877c-f0df-4b2c-916b-6068da4b5314.jpeg,349460842,https://www.airbnb.com/users/show/349460842,Scott,10-06-2020,within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/User-349460842/original/b19931f2-cd8b-4aec-96be-ecf0a6a0161d.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-349460842/original/b19931f2-cd8b-4aec-96be-ecf0a6a0161d.jpeg?aki_policy=profile_x_medium,Pine Hills,10,10,t,t,,THIRTEENTH WARD,,42.66367775,-73.78128135,Private room in home,Private room,1,1,1 shared bath,1,1,$50.00,60,365,60,60,365,365,60,365,,t,0,3,33,307,05-09-2024,0,0,0,,,,,,,,,,,f,10,4,6,0,
1.14E+18,https://www.airbnb.com/rooms/1138989607102299187,2.02E+13,05-09-2024,city scrape,Funky space close to MVP center,,,https://a0.muscache.com/pictures/ea7aacd5-9060-4b0f-ac27-422aed0c4773.jpg,232967878,https://www.airbnb.com/users/show/232967878,Diana,28-12-2018,within an hour,99%,98%,t,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_x_medium,Delaware Avenue,27,39,t,t,,SECOND WARD,,42.64478768,-73.75652666,Entire rental unit,Entire home/apt,2,1.5,1.5 baths,1,1,$110.00,2,365,2,2,365,365,2,365,,t,0,0,0,0,05-09-2024,5,5,2,27-04-2024,21-08-2024,4,4.75,4.75,4,4.25,3.25,4.25,,t,25,25,0,0,1.14
1.14E+18,https://www.airbnb.com/rooms/1141525488442370659,2.02E+13,05-09-2024,previous scrape,North Allen,,,https://a0.muscache.com/pictures/hosting/Hosting-1141525488442370659/original/6611bf58-501b-4595-95f3-50e8a682e80b.jpeg,522436003,https://www.airbnb.com/users/show/522436003,Adriana,27-06-2023,within an hour,80%,50%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,Pine Hills,3,5,f,t,,THIRTEENTH WARD,,42.6689614,-73.7890379,Private room in guesthouse,Private room,1,,1 bath,1,,,7,365,7,7,365,365,7,365,,t,5,35,65,245,05-09-2024,0,0,0,,,,,,,,,,,f,3,0,3,0,
1.14E+18,https://www.airbnb.com/rooms/1142828940864329671,2.02E+13,05-09-2024,previous scrape,Safe Comfy Cozy 2 bedrooms.,,,https://a0.muscache.com/pictures/miso/Hosting-1142828940864329671/original/6b68aa39-ea84-4aea-9d4f-f210a91b406d.jpeg,574235481,https://www.airbnb.com/users/show/574235481,Lavern,25-04-2024,within a few hours,80%,50%,f,https://a0.muscache.com/im/pictures/user/User-574235481/original/f2ad66e3-f922-47a4-855e-f81e6c3d53ef.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-574235481/original/f2ad66e3-f922-47a4-855e-f81e6c3d53ef.jpeg?aki_policy=profile_x_medium,Delaware Avenue,1,1,t,f,,FIRST WARD,,42.64093633,-73.7767026,Entire home,Entire home/apt,4,,1 bath,2,,,2,365,2,2,365,365,2,365,,t,0,0,0,0,05-09-2024,4,4,0,05-05-2024,06-07-2024,4,4.25,3.5,5,4.75,4.25,3.75,,f,1,1,0,0,0.97
1.14E+18,https://www.airbnb.com/rooms/1142832011692120213,2.02E+13,05-09-2024,city scrape,Great area-Patio-Off Street Parking-Quiet,,,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE0MjgzMjAxMTY5MjEyMDIxMw%3D%3D/original/46d47488-a1a4-4c38-8530-4254d9dc26aa.png,129023424,https://www.airbnb.com/users/show/129023424,Riccardo,05-05-2017,within an hour,100%,71%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,Melrose,1,1,f,f,,THIRTEENTH WARD,,42.67105173,-73.79950114,Entire rental unit,Entire home/apt,2,1,1 bath,1,1,$119.00,4,365,4,4,365,365,4,365,,t,0,8,38,217,05-09-2024,4,4,0,27-05-2024,09-06-2024,5,5,5,5,5,5,4.75,,f,1,1,0,0,1.18
1.15E+18,https://www.airbnb.com/rooms/1146241260871564965,2.02E+13,05-09-2024,city scrape,Larson Green,,,https://a0.muscache.com/pictures/miso/Hosting-1146241260871564965/original/147e69e5-e4ad-4872-ae4a-ce0a821250f6.jpeg,233515764,https://www.airbnb.com/users/show/233515764,Etem,31-12-2018,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/167502b9-a36b-4beb-81f5-2b09a23822e9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/167502b9-a36b-4beb-81f5-2b09a23822e9.jpg?aki_policy=profile_x_medium,Downtown,4,4,t,t,,SIXTH WARD,,42.6524924,-73.7674361,Entire rental unit,Entire home/apt,4,1,1 bath,1,3,$99.00,1,365,1,1,365,365,1,365,,t,11,32,57,57,05-09-2024,20,20,4,07-05-2024,25-08-2024,4.6,4.5,4.8,4.75,4.95,3.7,4.4,,t,4,4,0,0,4.92
1.15E+18,https://www.airbnb.com/rooms/1146352622413555849,2.02E+13,05-09-2024,city scrape,491 Washington Ave FL1Rare,,,https://a0.muscache.com/pictures/miso/Hosting-1146352622413555849/original/d4f80dcc-f962-4a7f-a278-bbe30582195b.jpeg,575030103,https://www.airbnb.com/users/show/575030103,Rehan,30-04-2024,within an hour,100%,93%,f,https://a0.muscache.com/im/pictures/user/f03487f4-d810-4572-a25b-5254cfa2582a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f03487f4-d810-4572-a25b-5254cfa2582a.jpg?aki_policy=profile_x_medium,Central Avenue,2,2,t,t,,ELEVENTH WARD,,42.66259,-73.7733,Private room in rental unit,Private room,1,0.5,Half-bath,1,1,$55.00,2,365,2,2,365,365,2,365,,t,9,39,69,248,05-09-2024,8,8,2,09-05-2024,28-08-2024,5,5,4.75,5,4.75,4.5,4.88,,f,2,1,1,0,2
1.15E+18,https://www.airbnb.com/rooms/1147092019793504034,2.02E+13,05-09-2024,city scrape,Larson Blue,,,https://a0.muscache.com/pictures/miso/Hosting-1147092019793504034/original/9b528afd-da16-48ff-9f9b-c5655763859c.jpeg,233515764,https://www.airbnb.com/users/show/233515764,Etem,31-12-2018,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/167502b9-a36b-4beb-81f5-2b09a23822e9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/167502b9-a36b-4beb-81f5-2b09a23822e9.jpg?aki_policy=profile_x_medium,Downtown,4,4,t,t,,SIXTH WARD,,42.65273562,-73.767787,Entire rental unit,Entire home/apt,4,1,1 bath,1,3,$95.00,1,365,1,1,365,365,1,365,,t,23,45,75,75,05-09-2024,31,31,8,03-05-2024,02-09-2024,4.68,4.81,4.74,4.9,4.94,4.29,4.71,,t,4,4,0,0,7.38
1.15E+18,https://www.airbnb.com/rooms/1150611568915810847,2.02E+13,05-09-2024,city scrape,Albany historic Washington Park,,,https://a0.muscache.com/pictures/miso/Hosting-1150611568915810847/original/f7c6589a-b110-4de1-bafa-e305c075b62b.jpeg,576083630,https://www.airbnb.com/users/show/576083630,Joseph,06-05-2024,within an hour,100%,100%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,Central Avenue,1,1,f,t,,SIXTH WARD,,42.6586049,-73.7680329,Entire rental unit,Entire home/apt,3,1,1 bath,1,1,$118.00,2,90,2,2,90,90,2,90,,t,26,53,82,82,05-09-2024,6,6,3,14-05-2024,18-08-2024,4.67,5,4.5,5,4.67,4.83,4.67,,f,1,1,0,0,1.57
1.16E+18,https://www.airbnb.com/rooms/1158059552251999833,2.02E+13,05-09-2024,city scrape,"""The Gorgeous Allen Home"" Private Bedroom/1.5 Bath",,,https://a0.muscache.com/pictures/miso/Hosting-1158059552251999833/original/7b3e628d-eab2-4de5-ad1c-49658e8fa898.jpeg,349460842,https://www.airbnb.com/users/show/349460842,Scott,10-06-2020,within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/User-349460842/original/b19931f2-cd8b-4aec-96be-ecf0a6a0161d.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-349460842/original/b19931f2-cd8b-4aec-96be-ecf0a6a0161d.jpeg?aki_policy=profile_x_medium,Pine Hills,10,10,t,t,,TENTH WARD,,42.66428,-73.79249,Private room in home,Private room,1,1.5,1.5 shared baths,1,1,$56.00,60,365,60,60,365,365,60,365,,t,30,60,90,269,05-09-2024,0,0,0,,,,,,,,,,,f,10,4,6,0,
1.16E+18,https://www.airbnb.com/rooms/1158239701426064904,2.02E+13,05-09-2024,city scrape,Funky loft studio,,,https://a0.muscache.com/pictures/miso/Hosting-1158239701426064904/original/c75c75e3-5263-43c0-9c1b-a3224d1fcbcb.jpeg,502037254,https://www.airbnb.com/users/show/502037254,Andrew,20-02-2023,within an hour,100%,83%,f,https://a0.muscache.com/im/pictures/user/0efee1a4-8236-437e-b803-84fb0641ac8a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0efee1a4-8236-437e-b803-84fb0641ac8a.jpg?aki_policy=profile_x_medium,Capitol Hill,4,4,t,t,,THIRD WARD,,42.65844515,-73.75925922,Entire rental unit,Entire home/apt,2,1,1 bath,0,0,$68.00,30,365,30,30,365,365,30,365,,t,0,0,0,136,05-09-2024,0,0,0,,,,,,,,,,,f,3,3,0,0,
1.16E+18,https://www.airbnb.com/rooms/1160398377613465255,2.02E+13,05-09-2024,city scrape,Room in Albany near Hospitals,,,https://a0.muscache.com/pictures/hosting/Hosting-1160398377613465255/original/ddc94876-afa1-4bfe-82ef-185374ed63d7.jpeg,32379616,https://www.airbnb.com/users/show/32379616,Fabiola,01-05-2015,within a day,64%,14%,f,https://a0.muscache.com/im/pictures/user/435321bf-8567-4212-af99-24154d8ee04d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/435321bf-8567-4212-af99-24154d8ee04d.jpg?aki_policy=profile_x_medium,West Hill,3,6,t,t,,TENTH WARD,,42.6605291,-73.7831549,Private room in home,Private room,1,1,1 shared bath,1,1,$45.00,15,365,15,15,365,365,15,365,,t,30,60,90,269,05-09-2024,0,0,0,,,,,,,,,,,f,3,1,2,0,
1.16E+18,https://www.airbnb.com/rooms/1164651175585600815,2.02E+13,05-09-2024,city scrape,*New* Cozy Apt Bright + Modern W/D,,,https://a0.muscache.com/pictures/hosting/Hosting-1164651175585600815/original/a07608d4-de8e-4770-a47c-69152330191a.jpeg,47625981,https://www.airbnb.com/users/show/47625981,Linda,28-10-2015,within an hour,99%,99%,f,https://a0.muscache.com/im/pictures/user/fcdee17f-16de-4999-98d5-c28b545cc982.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fcdee17f-16de-4999-98d5-c28b545cc982.jpg?aki_policy=profile_x_medium,Mansion Area,17,17,t,t,Neighborhood highlights,SEVENTH WARD,,42.64727113,-73.76757791,Entire rental unit,Entire home/apt,3,1,1 bath,1,1,$119.00,1,365,1,1,365,365,1,365,,t,26,54,84,358,05-09-2024,3,3,0,30-06-2024,29-07-2024,4,4,4.67,4.33,3.33,4.67,4,,t,16,16,0,0,1.32
1.17E+18,https://www.airbnb.com/rooms/1169514128026903528,2.02E+13,05-09-2024,city scrape,/A luxuryhome Near NYSCapital sleeps 10+W/D Grill\,,,https://a0.muscache.com/pictures/hosting/Hosting-1169514128026903528/original/5258eab8-7c34-4217-aa53-d6505b781fae.jpeg,580892646,https://www.airbnb.com/users/show/580892646,Crystal,01-06-2024,within an hour,100%,94%,f,https://a0.muscache.com/im/pictures/user/User-580892646/original/1747e229-ab63-43c8-bc7e-a89f4a934df0.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-580892646/original/1747e229-ab63-43c8-bc7e-a89f4a934df0.jpeg?aki_policy=profile_x_medium,Mansion Area,4,4,t,t,,SECOND WARD,,42.64443759,-73.75686069,Entire home,Entire home/apt,16,2,2 baths,6,10,$282.00,2,60,1,2,60,60,1.7,60,,t,28,53,80,172,05-09-2024,2,2,1,19-07-2024,11-08-2024,5,5,5,5,5,4,5,,f,3,2,1,0,1.22
1.17E+18,https://www.airbnb.com/rooms/1170384250566304506,2.02E+13,05-09-2024,city scrape,/An Oasis 8 ppl Yard Grill W/D\,,,https://a0.muscache.com/pictures/miso/Hosting-1169514128026903528/original/e3172d61-683f-46f4-baac-72e091da06ba.jpeg,580892646,https://www.airbnb.com/users/show/580892646,Crystal,01-06-2024,within an hour,100%,94%,f,https://a0.muscache.com/im/pictures/user/User-580892646/original/1747e229-ab63-43c8-bc7e-a89f4a934df0.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-580892646/original/1747e229-ab63-43c8-bc7e-a89f4a934df0.jpeg?aki_policy=profile_x_medium,Mansion Area,4,4,t,t,,SECOND WARD,,42.64349359,-73.7590572,Entire home,Entire home/apt,12,2,2 baths,6,0,$219.00,2,31,2,2,31,31,2,31,,t,28,53,83,170,05-09-2024,2,2,0,01-07-2024,31-07-2024,3,3,4,3,3.5,4,3,,f,3,2,1,0,0.9
1.17E+18,https://www.airbnb.com/rooms/1171795874799450911,2.02E+13,05-09-2024,city scrape,Walk to convention center:Lark St:Capital,,,https://a0.muscache.com/pictures/hosting/Hosting-1171795874799450911/original/54fca0e6-fa52-4e68-98c8-cd0f7db1f24e.jpeg,232967878,https://www.airbnb.com/users/show/232967878,Diana,28-12-2018,within an hour,99%,98%,t,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_x_medium,Delaware Avenue,27,39,t,t,,SIXTH WARD,,42.65408,-73.76628,Entire rental unit,Entire home/apt,4,2,2 baths,2,2,$165.00,1,365,1,1,365,365,1,365,,t,23,49,79,259,05-09-2024,8,8,4,09-06-2024,20-08-2024,5,5,5,4.88,5,4.75,4.88,,t,25,25,0,0,2.7
1.17E+18,https://www.airbnb.com/rooms/1171885189346375850,2.02E+13,05-09-2024,city scrape,/A spacious suite: King/Queen beds Grill WD yard\,,,https://a0.muscache.com/pictures/miso/Hosting-1169514128026903528/original/17e4125e-c581-4c20-9113-94f49ffc584d.jpeg,580892646,https://www.airbnb.com/users/show/580892646,Crystal,01-06-2024,within an hour,100%,94%,f,https://a0.muscache.com/im/pictures/user/User-580892646/original/1747e229-ab63-43c8-bc7e-a89f4a934df0.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-580892646/original/1747e229-ab63-43c8-bc7e-a89f4a934df0.jpeg?aki_policy=profile_x_medium,Mansion Area,4,4,t,t,,SECOND WARD,,42.64462142,-73.75764233,Private room in home,Private room,4,1,1 private bath,1,1,$73.00,2,60,2,2,60,1125,2,593.7,,t,28,53,80,172,05-09-2024,0,0,0,,,,,,,,,,,f,3,2,1,0,
1.17E+18,https://www.airbnb.com/rooms/1173390858101803102,2.02E+13,05-09-2024,city scrape,New near major medical facility,,,https://a0.muscache.com/pictures/hosting/Hosting-1173383281636704278/original/150e28ea-1b85-405f-b8f4-b8a17bb49e6f.jpeg,232967878,https://www.airbnb.com/users/show/232967878,Diana,28-12-2018,within an hour,99%,98%,t,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_x_medium,Delaware Avenue,27,39,t,t,,SEVENTH WARD,,42.64364,-73.77828,Entire home,Entire home/apt,6,2,2 baths,4,4,$250.00,2,365,2,2,365,365,2,365,,t,28,55,84,84,05-09-2024,4,4,2,20-07-2024,16-08-2024,5,5,5,5,4.5,4.75,4.75,,f,25,25,0,0,2.5
1.17E+18,https://www.airbnb.com/rooms/1174544643387116469,2.02E+13,05-09-2024,city scrape,"Spacious, Modern Gem in Melrose - Pet Friendly",,,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE3NDU0NDY0MzM4NzExNjQ2OQ%3D%3D/original/bcde9b25-9ff1-4dd9-a938-e096ef633875.jpeg,441054845,https://www.airbnb.com/users/show/441054845,Thaddeus,18-01-2022,within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/User/original/f7d4596d-eeed-4739-a18d-119e0de83fa7.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/f7d4596d-eeed-4739-a18d-119e0de83fa7.jpeg?aki_policy=profile_x_medium,Manning Boulevard,3,3,t,f,Neighborhood highlights,THIRTEENTH WARD,,42.6689417,-73.79548749,Entire rental unit,Entire home/apt,6,2,2 baths,3,3,$106.00,1,365,1,1,365,365,1,365,,t,13,21,48,226,05-09-2024,17,17,5,16-06-2024,02-09-2024,4.94,5,4.94,4.94,5,4.82,4.94,,t,2,2,0,0,6.22
1.18E+18,https://www.airbnb.com/rooms/1175235317794137317,2.02E+13,05-09-2024,previous scrape,Furnished 4 bed vintage home,,,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTA1NjA2ODY4MjYxNjMzNjIyOQ%3D%3D/original/e315874a-f542-4931-9f94-a9c15eec9153.jpeg,20536619,https://www.airbnb.com/users/show/20536619,Emily,25-08-2014,within a few hours,100%,74%,t,https://a0.muscache.com/im/pictures/user/User-20536619/original/88f3c273-d81d-43f3-8b54-9a5fce9da246.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-20536619/original/88f3c273-d81d-43f3-8b54-9a5fce9da246.jpeg?aki_policy=profile_x_medium,,5,5,t,t,,THIRTEENTH WARD,,42.67275833,-73.79332155,Entire home,Entire home/apt,7,,1.5 baths,4,,,20,366,20,20,366,366,20,366,,t,0,0,0,0,05-09-2024,0,0,0,,,,,,,,,,,f,5,1,4,0,
1.18E+18,https://www.airbnb.com/rooms/1182574461437954732,2.02E+13,05-09-2024,city scrape,Limited Time Listing,,,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE4MjU3NDQ2MTQzNzk1NDczMg%3D%3D/original/5702303a-d04a-4e35-b36e-a068919d824b.jpeg,42708277,https://www.airbnb.com/users/show/42708277,Rodney,27-08-2015,within an hour,100%,98%,f,https://a0.muscache.com/im/users/42708277/profile_pic/1440816624/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/42708277/profile_pic/1440816624/original.jpg?aki_policy=profile_x_medium,Southeast Raleigh,8,9,t,t,,SIXTH WARD,,42.6534205,-73.7639758,Entire rental unit,Entire home/apt,2,1,1 bath,0,1,$108.00,1,365,1,1,1125,1125,1,1125,,t,15,43,72,72,05-09-2024,7,7,1,24-06-2024,09-08-2024,4.86,5,5,4.57,5,4.71,4.71,,f,6,6,0,0,2.84
1.18E+18,https://www.airbnb.com/rooms/1183457852972127594,2.02E+13,05-09-2024,city scrape,Upscale Listing-Heart of Albany,,,https://a0.muscache.com/pictures/miso/Hosting-1183457852972127594/original/bab7e2df-fd48-4f4c-9e1d-e15dae7839ea.jpeg,42708277,https://www.airbnb.com/users/show/42708277,Rodney,27-08-2015,within an hour,100%,98%,f,https://a0.muscache.com/im/users/42708277/profile_pic/1440816624/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/42708277/profile_pic/1440816624/original.jpg?aki_policy=profile_x_medium,Southeast Raleigh,8,9,t,t,,SIXTH WARD,,42.65226593,-73.76459669,Entire rental unit,Entire home/apt,2,1,1 bath,0,2,$100.00,1,365,1,1,1125,1125,1,1125,,t,24,52,81,81,05-09-2024,8,8,1,12-07-2024,19-08-2024,4.5,5,5,5,4.5,5,4.75,,t,6,6,0,0,4.29
1.18E+18,https://www.airbnb.com/rooms/1183460523409924571,2.02E+13,05-09-2024,city scrape,Upscale Listing Prime Location,,,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE4MzQ2MDUyMzQwOTkyNDU3MQ%3D%3D/original/82f9e3e6-84c8-4080-a9fa-77683424c87d.jpeg,42708277,https://www.airbnb.com/users/show/42708277,Rodney,27-08-2015,within an hour,100%,98%,f,https://a0.muscache.com/im/users/42708277/profile_pic/1440816624/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/42708277/profile_pic/1440816624/original.jpg?aki_policy=profile_x_medium,Southeast Raleigh,8,9,t,t,,SIXTH WARD,,42.65239945,-73.76350927,Entire rental unit,Entire home/apt,2,1,1 bath,0,2,$101.00,1,365,1,1,1125,1125,1,1125,,t,21,48,77,77,05-09-2024,2,2,1,27-06-2024,16-08-2024,5,5,5,5,5,5,5,,t,6,6,0,0,0.85
1.18E+18,https://www.airbnb.com/rooms/1184656403266667138,2.02E+13,05-09-2024,city scrape,NEW studio w/2 beds near MVP,,,https://a0.muscache.com/pictures/fba0a43d-2c1e-4458-bfca-a0674017b065.jpg,232967878,https://www.airbnb.com/users/show/232967878,Diana,28-12-2018,within an hour,99%,98%,t,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_x_medium,Delaware Avenue,27,39,t,t,,SECOND WARD,,42.64342,-73.75652,Entire rental unit,Entire home/apt,4,1,1 bath,0,2,$145.00,1,365,1,1,365,365,1,365,,t,30,57,86,86,05-09-2024,4,4,1,28-06-2024,17-08-2024,4.75,4.5,5,4.75,4.75,4.75,4.5,,t,25,25,0,0,1.71
